Site ID;Core ID;Ecosystem;Genus;Tidal.R;Status;Samp year;Compresion;Min.D;Max.D;Weight;DBD;OM;OC;Age;Raw.Age;Raw.Age BP;D.Method;Date Error;Bacon cc;Bacon dr;Bacon dSTD
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;0;1;13.7473;0.735291157;6.554328546;;8;5;-62;210Pb;1;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;1;2;18.2371;0.975433602;;;13;9.8;-57.2;210Pb;0.1;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;2;3;16.2629;0.8698411;7.382634131;;15;14.2;-52.8;210Pb;0.2;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;3;4;19.206;1.027256404;;;22;19.5;-47.5;210Pb;0.2;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;4;5;17.4024;0.930788652;8.026646466;;29;24.3;-42.7;210Pb;0.3;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;5;6;27.4766;1.469619562;;;35;31.7;-35.3;210Pb;0.4;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;6;7;19.6316;1.050020141;7.349943645;;38;37.2;-29.8;210Pb;0.4;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;7;8;13.8289;0.739655633;;;44;41;-26;210Pb;0.5;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;8;9;13.799;0.738056395;9.431278744;;46;44.9;-22.1;210Pb;0.5;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;9;10;12.6724;0.677798816;;;51;48.2;-18.8;210Pb;0.5;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;10;11;15.1767;0.811744365;9.262297441;;55;52.4;-14.6;210Pb;0.6;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;11;12;15.0859;0.806887815;;;57;56.1;-10.9;210Pb;0.6;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;12;13;15.4911;0.828560433;11.17908321;;66;60.4;-6.6;210Pb;0.7;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;13;14;24.2534;1.297222767;;;70;67.3;0.3;210Pb;0.8;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;14;15;30.9327;1.654473298;2.630064378;;80;76.3;9.3;210Pb;0.9;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;15;16;28.8465;1.542890339;;;85;84.7;17.7;210Pb;1;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;16;17;25.6795;1.37349947;2.711293266;;95;92;25;210Pb;1.1;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;17;18;22.6845;1.213308232;;;100;98.3;31.3;210Pb;1.1;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;18;19;17.4642;0.9340941;4.674905965;;106;103.3;36.3;210Pb;1.2;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;19;20;27.1856;1.454055071;;;113;111;44;210Pb;1.3;0;0;0
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;20;21;28.8772;1.544532366;4.659277396;;117;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;21;22;28.6723;1.533573039;;;124;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;22;23;23.7703;1.271383573;3.264754888;;129;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;23;24;22.243;1.189694064;;;133;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;24;25;22.51;1.203974886;4.614595129;;143;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;25;26;28.968;1.549388915;;;148;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;26;27;31.08195;1.662456117;1.24594054;;152;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;27;28;33.1959;1.775523319;;;162;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;28;29;24.7265;1.322527099;1.257167219;;167;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;29;30;34.0137;1.819264352;;;171;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;30;31;27.1177;1.450423357;;;181;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;31;32;39.0469;2.088471211;2.443108578;;185;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;32;33;32.154;1.719796023;;;190;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;33;34;21.6043;1.155532413;3.524412524;;195;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;34;35;25.7673;1.378195561;;;204;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;35;36;22.8639;1.22290366;8.428587292;;209;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;36;37;17.1185;0.915603913;;;213;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;37;38;21.425;1.145942333;5.845554302;;218;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;38;39;22.0513;1.179440755;;;222;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;39;40;24.8158;1.327303419;4.623685198;;232;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;40;41;21.7165;1.161533567;;;237;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;41;42;18.77;1.003936411;6.189435932;;241;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;42;43;25.0057;1.337460453;;;246;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;43;44;19.7352;1.055561313;7.702115132;;251;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;44;45;30.4935;1.630982149;;;255;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;45;46;15.347;0.820853068;9.505632765;;265;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;46;47;16.3895;0.876612456;;;270;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;47;48;18.3051;0.979070665;8.156989734;;274;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;48;49;18.4135;0.984868572;;;279;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;49;50;21.2636;1.137309657;5.93704863;;284;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;50;51;23.2653;1.24437303;;;289;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;51;52;27.1831;1.453921356;3.682888112;;294;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;52;53;23.9544;1.281230386;;;304;521;521;14C;30;2;2;26
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;53;54;26.0238;1.391914777;3.827932716;;309;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;54;55;26.0504;1.39333751;;;314;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;55;56;25.2959;1.352982155;;;322;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;56;57;22.7426;1.216415781;;;330;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;57;58;19.1873;1.026256212;7.738800209;;338;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;58;59;16.1097;0.861647011;;;345;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;59;60;19.2538;1.029813045;5.90313163;;353;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;60;61;20.4923;1.096055733;;;361;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;61;62;22.1034;1.182227387;;;377;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;62;63;19.4512;1.040371226;;;385;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;63;64;18.2914;0.978337904;6.328199593;;393;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;64;65;25.0068;1.337519288;;;400;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;65;66;19.9579;1.067472695;4.240459848;;408;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;66;67;29.3911;1.572018936;;;416;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;67;68;28.6715;1.53353025;2.779136024;;424;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;68;69;26.3304;1.408313653;;;432;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;69;70;25.9546;1.38821353;5.150378371;;440;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;70;71;21.8953;1.171096904;;;448;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;71;72;24.3748;1.303715995;2.082408819;;456;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;72;73;25.5598;1.367097169;;;464;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;73;74;30.2915;1.620177932;1.836380987;;472;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;74;75;29.008;1.551528364;;;480;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;75;76;29.973;1.60314257;2.101314167;;495;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;76;77;28.4095;1.51951686;;;503;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;77;78;28.113;1.503658195;2.293287417;;511;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;78;79;27.4035;1.465709719;;;519;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;79;80;26.9199;1.439843782;1.794472323;;527;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;80;81;33.0649;1.768516624;;;535;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;81;82;25.4255;1.35991397;2.15505868;;543;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;82;83;21.9199;1.172412665;;;551;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;83;84;27.3401;1.462318693;1.340469149;;559;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;84;85;34.4082;1.840364667;;;567;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;85;86;31.3864;1.678739998;1.906643359;;575;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;86;87;25.9908;1.390149732;;;583;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;87;88;30.2775;1.619429125;1.520590602;;591;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;88;89;28.0102;1.498159811;;;599;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;89;90;25.204;1.348066771;1.652556547;;607;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;90;91;30.0292;1.606148496;;;614;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;91;92;25.823;1.381174743;1.439281447;;622;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;92;93;33.4773;1.790574342;;;630;1090;1090;14C;28;2;2;26
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;93;94;28.5158;1.525202445;1.932306437;;637;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;94;95;25.4268;1.359983502;;;645;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;95;96;31.2428;1.671059376;1.625945577;;652;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;96;97;26.0622;1.393968648;;;660;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;97;98;34.5712;1.849082922;2.347619094;;667;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;98;99;27.4609;1.468779828;;;673;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;99;100;33.7956;1.807599007;1.109197515;;680;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;100;101;27.1044;1.44971199;;;686;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;101;102;26.9675;1.442389726;0.847461877;;693;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;102;103;26.5237;1.41865254;;;699;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;103;104;31.9305;1.707841852;1.24106809;;706;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;104;105;28.3358;1.515574925;;;713;1063;1063;14C;25;2;2;26
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;105;106;31.3619;1.677429585;1.934153708;;719;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;106;107;32.7674;1.752604472;;;733;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;107;108;26.2406;1.40351059;1.94840598;;746;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;108;109;27.3924;1.465116022;;;758;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;109;110;38.0803;2.036771428;1.174263162;;771;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;110;111;34.733;1.857736993;;;784;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;111;112;33.5816;1.796152955;1.428432027;;797;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;112;113;36.2753;1.940228795;;;815;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;113;114;30.8827;1.651798987;1.719289995;;832;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;114;115;27.6347;1.478075734;;;849;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;115;116;36.2685;1.939865088;0.860818529;;866;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;116;117;30.2656;1.618792639;;;884;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;117;118;28.1691;1.506658772;5.305780361;;901;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;118;119;22.5035;1.203627225;;;919;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;119;120;24.2229;1.295591437;3.930188373;;937;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;120;121;22.5231;1.204675555;;;955;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;121;122;21.6851;1.1598541;8.387869013;;973;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;122;123;18.4586;0.987280801;;;991;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;123;124;18.9665;1.014446453;10.47050983;;1008;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;124;125;20.1062;1.075404702;;;1026;2097;2097;14C;31;2;2;26
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;125;126;25.0752;1.341177746;4.496589687;;1044;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;126;127;25.554;1.366786949;;;1062;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;127;128;25.3526;1.356014824;2.915287133;;1074;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;128;129;28.1634;1.5063539;;;1085;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;129;130;28.0818;1.501989424;1.513304755;;1097;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;130;131;30.5994;1.63664634;;;1108;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;131;132;28.2312;1.509980266;1.990996118;;1120;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;132;133;30.4623;1.629313379;;;1130;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;133;134;26.8845;1.437950369;1.728115189;;1139;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;134;135;29.4513;1.575238807;;;1149;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;135;136;26.6785;1.426932207;1.63844381;;1159;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;136;137;23.0864;1.234804345;;;1169;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;137;138;22.8927;1.224444063;2.116583067;;1202;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;138;139;22.8053;1.219769367;;;1213;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;139;140;24.1886;1.29375686;1.683683044;;1223;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;140;141;26.8887;1.438175011;;;1233;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;141;142;22.9421;1.227086283;3.384088122;;1243;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;142;143;14.001;0.748860612;;;1253;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;143;144;15.1477;0.810193264;3.767212884;;1263;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;144;145;15.3657;0.821853261;;;1273;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;145;146;14.3496;0.767505909;5.390401515;;1283;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;146;147;16.2375;0.86848255;;;1293;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;147;148;17.1843;0.919123306;2.538349234;;1303;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;148;149;21.5907;1.154805001;;;1313;;;;;;;
AG.S;AG.S-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;13.14;149;150;20.3938;1.09078734;;;1323;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;0.1;3.3;;1.18914;2.5;1.389420155;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;3.4;6.6;;1.063535;2.4;0.162115086;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;8.4;11.6;;1.195185;2.888315611;2.59660063;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;13.4;16.6;;1.214565;2.098229255;1.392324921;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;23.4;26.6;;0.925115;4.8;3.221972707;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;48.4;51.6;;1.00774;5.357654043;4.215138021;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;63.4;66.6;;1.071995;6.149547091;;;;;;;;;
AG.S;AG.S-B;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.07003891;70.4;73.6;;0.41778;16.7;12.4366408;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;0.1;3.3;;0.523215;10.50371216;8.373956482;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;3.4;6.6;;0.913855;3.68435714;2.998467654;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;8.4;11.6;;1.33018;2.090906573;1.070137677;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;13.4;16.6;;0.94703;3.579062956;2.739778789;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;23.4;26.6;;1.01213;3.598791075;3.021292174;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;48.4;51.6;;1.06545;2.475056623;1.725019272;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;78.4;81.6;;1.106305;2.876546746;;;;;;;;;
AG.S;AG.S-C;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;26.31;88.4;91.6;;0.646775;7.443313799;;;;;;;;;
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;0;1;20.1872;1.079737086;9.585039843;;7.3;6;-61;210Pb;1;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;1;2;16.7873;0.897889276;;;12.5;10;-57;210Pb;1;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;2;3;20.4469;1.093627458;5.363089818;;18.1;15;-52;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;3;4;21.4512;1.147343672;;;22.7;20;-47;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;4;5;27.6991;1.481520247;4.470761332;;30.8;26;-41;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;5;6;29.9821;1.603629294;;;36.3;31;-36;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;6;7;31.9526;1.709023897;1.882156012;;44.9;47;-20;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;7;8;31.1588;1.666566533;;;50.6;43;-24;210Pb;2;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;8;9;28.1854;1.507530597;1.992777777;1.061779544;59.3;50;-17;210Pb;3;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;9;10;30.8578;1.65046718;;;65;56;-11;210Pb;3;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;10;11;34.144;1.826233607;1.659235464;;70.5;66;-1;210Pb;4;0;0;0
AG.I;AG.I-A;Seagrass;Posidonia oceanica;Subtidal;Healthy;2017;31.4;11;12;21.622;1.156479119;;;76;71;4;210Pb;4;0;0;0
