Site ID;Core ID;Ecosystem;Genus;Tidal.R;Status;Samp year;Compresion;Min.D;Max.D;Weight;DBD;OM;OC;Age;Raw.Age;Raw.Age BP;D.Method;Date Error;Bacon cc;Bacon dr;Bacon dSTD
S.ZN;Zn C;Seagrass;Zostera noltii;Intertidal;Healthy;;0;22;23;;1.755677966;0.945874934;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;0;1;;1.434570434;0.821256039;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;1;2;;1.622634381;1.972920696;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;2;3;;1.695062314;0.71783545;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;3;4;;1.7037661;0.895355344;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;4;5;;1.780545926;0.897592819;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;5;6;;1.798575197;2.312138728;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;6;7;;1.683250033;1.173469388;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;7;8;;1.566059772;0.579374276;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;8;9;;1.649056588;1.117942985;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;9;10;;1.718997725;0.713685978;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;10;11;;1.623877779;0.914169629;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;11;12;;1.824064856;0.711297071;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;12;13;;1.720862822;0.871898055;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;13;14;;1.716510929;1.388888889;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;14;15;;1.624810327;1.056105611;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;15;16;;1.757543063;1.265822785;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;16;17;;1.683560882;1.125;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;17;18;;1.684493431;1.255458515;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;18;19;;1.631338167;1.148730351;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;19;20;;1.617971638;0.960279354;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;20;21;;1.647191491;1.16354234;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;21;22;;1.5486522;1.528013582;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;22;23;;1.689156173;1.256544503;;;;;;;;;
S.ZN.C;Zn crtl A;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;23;24;;1.674857096;1.096804959;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;0;1;;1.307743839;0.72859745;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;1;2;;1.658071224;1.034661148;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;2;3;;1.744798234;0.852514919;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;3;4;;1.874733324;1.029411765;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;4;5;;1.687601926;0.813835198;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;5;6;;1.819402113;1.134328358;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;6;7;;1.769666193;1.154249738;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;7;8;;1.782100173;1.035196687;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;8;9;;1.909237618;1.076275152;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;9;10;;1.75940816;1.405283867;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;10;11;;1.739202943;1.19873817;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;11;12;;1.644704695;1.293661061;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;12;13;;1.794223304;1.368691189;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;13;14;;1.706563745;1.76879343;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;14;15;;1.856082354;1.344621514;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;15;16;;1.737026996;1.310344828;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;16;17;;1.76562515;1.218161683;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;17;18;;1.71588923;1.222953904;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;18;19;;1.714024133;2.075765439;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;19;20;;1.59217113;1.656196459;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;20;21;;1.642839598;1.072234763;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;21;22;;1.663044816;1.096364686;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;22;23;;1.782100173;1.18159204;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;23;24;;1.780545926;1.049144119;;;;;;;;;
S.ZN.C;Zn crtl B;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;24;25;;0.748525592;1.233396584;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;0;1;;1.280699933;0.755374782;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;1;2;;1.627918822;1.082004556;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;2;3;;1.721795371;1.108033241;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;3;4;;1.855771504;1.168105637;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;4;5;;1.84613517;0.676589986;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;5;6;;1.925712642;0.762776506;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;6;7;;1.741378889;0.686498856;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;7;8;;1.894938541;1.110685561;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;8;9;;1.761273257;0.953245574;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;9;10;;1.687912775;0.758725341;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;10;11;;1.756921364;0.515274199;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;11;12;;1.803859638;1.053159478;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;12;13;;1.739202943;0.89206066;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;13;14;;1.843648374;1.683816651;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;14;15;;1.711537337;1.330798479;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;15;16;;1.860434247;1.028277635;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;16;17;;1.724282167;0.920096852;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;17;18;;1.78396527;1.027703307;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;18;19;;1.791425658;1.028907398;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;19;20;;1.766557698;0.743218135;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;20;21;;1.875355023;1.282051282;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;21;22;;1.763138354;0.57400574;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;22;23;;1.796088401;0.872219799;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;23;24;;1.681384936;1.158301158;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;24;25;;1.938146621;0.77579519;;;;;;;;;
S.ZN.C;Zn crtl C;Seagrass;Unvegetated Seagrass;Intertidal;Control;;0;25;26;;2.210761631;0.592638802;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;0;1;;1.298107505;3.052064632;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;1;2;;1.46192519;2.464454976;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;2;3;;1.539015866;2.629016553;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;3;4;;1.843959223;1.438848921;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;4;5;;1.656516976;1.533742331;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;5;6;;1.762205805;1.370716511;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;6;7;;1.750393525;1.472650771;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;7;8;;1.737026996;1.517450683;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;8;9;;1.797953498;1.139962001;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;9;10;;1.940944267;1.281229981;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;10;11;;1.636622608;1.502629602;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;11;12;;1.712780735;1.532033426;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;12;13;;1.652786782;1.402524544;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;13;14;;1.779613377;1.615384615;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;14;15;;1.644082996;1.525054466;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;15;16;;1.636311759;1.668129939;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;16;17;;1.442030822;1.40077821;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;17;18;;1.602118314;1.130653266;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;18;19;;1.518499799;1.942645698;;;;;;;;;
S.ZM;Zm A;Seagrass;Zostera marina;Subtidal;Healthy;;0;19;20;;0.430526555;1.976284585;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;0;1;;1.349086822;2.070063694;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;1;2;;1.444517618;1.595405233;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;2;3;;1.518810648;1.762114537;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;3;4;;1.5486522;1.44;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;4;5;;1.645326394;2.062643239;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;5;6;;1.595279625;1.783166904;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;6;7;;1.680141538;1.450230719;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;7;8;;1.665220762;1.622874807;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;8;9;;1.774018086;1.787994891;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;9;10;;1.854838956;1.556420233;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;10;11;;1.713091585;1.702442635;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;11;12;;1.684493431;1.593959732;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;12;13;;1.622634381;1.640566741;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;13;14;;1.767179397;1.492537313;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;14;15;;1.6108221;1.606086221;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;15;16;;1.571344214;1.743679163;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;16;17;;1.580047999;1.761102603;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;17;18;;1.572898461;1.808318264;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;18;19;;1.691642969;1.564310545;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;19;20;;1.509485163;1.565435191;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;20;21;;1.513837056;1.697655618;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;21;22;;1.576628655;1.611820013;;;;;;;;;
S.ZM;Zm B;Seagrass;Zostera marina;Subtidal;Healthy;;0;22;23;;1.074295866;1.377118644;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;0;1;;0.95399711;3.870967742;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;1;2;;1.29499901;1.698670606;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;2;3;;1.692264668;1.738410596;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;3;4;;1.730499157;1.794071763;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;4;5;;1.7967101;1.546961326;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;5;6;;1.506998367;1.343784994;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;6;7;;1.571344214;1.672640382;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;7;8;;1.511039411;0.866425993;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;8;9;;1.469696428;1.647058824;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;9;10;;1.43736808;1.33432172;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;10;11;;1.363696749;1.176470588;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;11;12;;1.321732066;2.144249513;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;12;13;;1.557977685;1.763803681;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;13;14;;1.39384915;1.985815603;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;14;15;;1.522851692;2.085402185;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;15;16;;1.557045137;1.957186544;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;16;17;;1.578493752;2.063789869;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;17;18;;1.479021913;2.418745276;;;;;;;;;
S.ZM;Zm C;Seagrass;Zostera marina;Subtidal;Healthy;;0;18;19;;1.466587933;2.293259208;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;0;1;;1.539326715;1.043115438;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;1;2;;1.292201364;1.059494703;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;2;3;;1.597766421;0.968188105;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;3;4;;1.633203264;0.56791292;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;4;5;;1.487104;0.57864282;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;5;6;;1.503579023;0.578871201;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;6;7;;1.890586648;0.737735153;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;7;8;;1.863231892;0.753904146;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;8;9;;1.879706916;1.000834028;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;9;10;;1.792358207;0.873616773;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;10;11;;1.805724735;0.662650602;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;11;12;;1.764692601;0.901639344;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;12;13;;1.712780735;0.995024876;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;13;14;;1.730188307;0.73800738;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;14;15;;1.78396527;1.934703748;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;15;16;;1.708739692;1.142857143;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;16;17;;1.485238903;1.480637813;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;17;18;;1.601185765;1.333333333;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;18;19;;1.509796013;1.246105919;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;19;20;;1.611443799;1.546961326;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;20;21;;1.526271036;1.360544218;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;21;22;;1.217908334;1.544050863;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;22;23;;1.351884468;1.193058568;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;23;24;;1.623566929;1.342281879;;;;;;;;;
S.ZM.C;Zm crtl A;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;24;25;;1.400687839;1.400329489;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;0;1;;2.070257658;0.923675255;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;1;2;;1.764070902;0.922330097;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;2;3;;1.871624829;0.82781457;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;3;4;;1.368359491;0.791855204;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;4;5;;1.520675745;0.618875709;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;5;6;;1.428353444;0.884244373;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;6;7;;1.452288856;0.741106719;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;7;8;;1.498605431;0.958466454;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;8;9;;1.568857418;0.753904146;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;9;10;;1.423690702;1.17370892;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;10;11;;1.556112588;1.03626943;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;11;12;;1.521919143;1.165254237;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;12;13;;1.364007598;1.207243461;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;13;14;;1.38141517;1.207937877;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;14;15;;1.398201043;2.052785924;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;15;16;;1.281321632;1.615074024;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;16;17;;1.510106862;1.632653061;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;17;18;;1.413432668;1.681503462;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;18;19;;1.304324495;2.151898734;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;19;20;;1.291268816;2.038735984;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;20;21;;1.364007598;2.859696157;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;21;22;;1.4249341;3.045685279;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;22;23;;1.51166111;3.345724907;;;;;;;;;
S.ZM.C;Zm crtl B;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;23;24;;0.438919491;3.018867925;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;0;1;;1.737648695;0.798403194;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;1;2;;1.846756869;0.573065903;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;2;3;;1.744176535;0.918727915;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;3;4;;1.753812869;0.631768953;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;4;5;;1.847067718;0.978473581;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;5;6;;1.737337846;0.83925113;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;6;7;;1.764692601;0.758017493;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;7;8;;1.769044494;0.742115028;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;8;9;;1.812874274;0.754497969;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;9;10;;1.916387157;0.876601483;;;;;;;;;
S.ZM.C;Zm crtl C;Seagrass;Unvegetated Seagrass;Subtidal;Healthy;;0;10;11;;1.90208808;0.879765396;;;;;;;;;
