"","core","stockwc","maxd","stock","stock_se"
"249","RO.S-C",4.11303746288071,84.0940525587828,4.91396576989073,0.154052835697267
"250","RO.SC-19",3.22076461197328,137.445524639625,2.36433548983287,NA
"251","RO.SC-B",1.95668795067148,66.6268656716418,2.94130224210508,0.141132718111555
"252","RO.SC-P1",0.77009389833991,190,0.390107148052748,NA
"253","RO.SC-P2",3.90144047336931,170,2.01503430265126,NA
"254","RV B-R1",0.148235946169929,30,0.505577374133595,0.0138087704232636
"255","RV B-R2",0.110451414352967,30,0.351278820188428,0.0121213214067361
"256","RV B-R3",0.105964720538548,30,0.338505001555361,0.0126683432736585
"257","RV E-R1",0.112634530526788,30,0.388270757593688,0.00336619303179167
"258","RV E-R2",0.11546117478058,30,0.380275782038347,0.0112663831968089
"259","RV E-R3",0.12096724868497,30,0.393385476718989,0.0116883442386168
"260","RV I-R1",0.21648169574008,30,0.723902703475065,0.140238396278601
"261","RV I-R2",0.100392572278829,25,0.392918912507251,0.0201209298315656
"262","RV I-R3",0.108743617301914,30,0.35252840525142,0.0182856922142508
"263","SA.CN-A",0.502387488903582,93.1643375582277,0.564973952580463,0.00479955075883313
"264","SA.CN-B",0.491630655989326,94.1658137154555,0.552964374865748,0.0168487699933746
"265","SA.CN-C",0.325700920195972,39.032006245121,0.866685295776636,0.0204945735198557
"266","SA.ZN.C-A",0.673945651667573,111.482720178372,0.601639988566048,NA
"267","SA.ZN.C-B",0.438924943761596,105.082669932639,0.422086918189016,NA
"268","SA.ZN.C-C",0.429296792128217,105.126203486859,0.413435403187567,NA
"269","SA.ZN.D-A",0.708943630982736,92.1955403087479,0.844553746374135,0.0231131314072409
"270","SA.ZN.D-B",0.485336878437501,100.842105263158,0.484601944903546,NA
"271","SA.ZN.D-C",0.255045117097822,84.5474086458085,0.31400828439444,0.0163558523110729
"272","SA.ZN.S-A",0.137107251047344,64.8976059994231,0.205509508926684,0.00545912477391203
"273","SA.ZN.S-B",0.19344897568828,41.6569699790552,0.4762324377768,0.018655703936503
"274","SA.ZN.S-C",0.144005081051291,59.5545134818288,0.258273216219887,0.0184141480887364
"275","Salic 2",0.458099476297302,78.71428571035,0.569232821367859,0.0648106633027953
"276","Salic 3",0.93186139434925,77.0916666663454,1.27741693792375,0.101723867149695
"277","Salic 4",0.573470984846407,97.9751243822527,0.618181124242761,0.0446607621995336
"278","Salic 5",0.573697084177485,63.0297872329697,0.763173890257909,0.100289941580342
"279","Sc A",25.8730037727393,100,25.8730037727393,NA
"280","Sc B",21.5263258171555,47.9999999973517,41.4316755337889,1.77044994189713
"281","Sc C",19.215850260097,50.9999999982414,37.8185948111695,0.843637221868296
"282","SM-01",0.338937281946183,40,0.89429451521636,0.0114634097764322
"283","sm-02",0.240163974236952,31,0.816313596234164,0.00876967264988676
"284","SM-05",0.288842055985458,36,0.793434719825196,0.0323207076916443
"285","SM_CM_-2",0.992350550066481,43.8157894759903,2.21142471593683,0.00305150961173418
"286","SM_CM_-3",1.00461982334559,40.6875000002543,2.43772032291173,0.0300293853622765
"287","Sm01_13m",0.445027637540295,44.7991798588259,1.01177289679387,0.0129408163134943
"288","SM02_13m",0.622378830737857,33.5993848941194,1.93452610958857,0.0220724071979029
"289","Sm03_13m",0.73915371161069,57.2433964862776,1.31448597581329,0.00368308695231185
"290","SM05",1.24294690726347,79.8611111111111,1.50959673893267,0.0106767982795506
"291","SM1",0.345679263427156,135.757575757576,0.252411327943398,NA
"292","SM10",1.47388738998037,164.014687882497,1.05282724257325,NA
"293","SM15",1.34749093744569,138.785625774473,1.04508847031118,NA
"294","SM2",0.64729907391956,106.729411769728,0.525213840477866,NA
"295","SM25",1.73820168501289,88.9830508474576,1.96099026377491,0.00667239079596103
"296","SM3",0.973074785148958,157.142857142857,0.880358450166946,NA
"297","SM4",1.3211262387816,156.444444444444,0.911498669714979,NA
"298","SN1",2.67660032055737,102.803738317757,2.61594507003021,NA
"299","SN4",0.518442628931567,76.6016713091922,0.680880711594592,0.0134569065427514
"300","SN5",0.405049794888923,81.9672131147541,0.506659022332007,0.00520205494729783
"301","SN6",0.778701952756239,126.514131897712,0.63073812730108,NA
"302","SO-01",0.308460511537196,39,0.779452208759705,0.0189864172406946
"303","SO-03",0.268528442470759,36,0.740255249548049,0.027669589147651
"304","SO-06",0.240356138376312,32,0.76962303435921,0.0186416447327148
"305","SP-04",0.3329586989708,32,0.926794047331336,0.0270959920596811
"306","SP-05",0.823981905781818,34,2.57203832532616,0.0198366875290618
"307","SP-06",0.290812987578995,30,0.933371072184245,0.0134745937996415
"308","SpB",14.8415575581181,33.1428571428571,44.9116939308503,1.28600083394405
"309","SS_1_22",0.189734326357222,101.123595505618,0.188126472216222,NA
"310","SS_2_22",0.2135463332165,122.80701754386,0.1721902930431,NA
"311","SS_3_22",0.2807173233991,110,0.26386167542,NA
"312","SS_4_22",0.2670407388636,153.658536585366,0.1848616494917,NA
"313","TE.D-A",4.60819035061008,390,1.10190378510455,NA
"314","TE.D-B",4.28851087520921,320,1.26988425365793,NA
"315","TE.D-C",4.19479376258034,240,1.82815512297001,NA
"316","TE.I-A",4.43710210422927,200,2.49498096883215,NA
"317","TE.I-B",1.9756899266848,147.193585337915,1.28323392427478,NA
"318","TE.I-C",4.39703659852722,430,1.09259463076845,NA
"319","TE.S-A",1.78559241122123,85.1609892673822,2.23273366204544,0.0176283637799382
"320","TE.S-B",3.40258763049583,85.6624319419238,4.0769476962055,0.0743438343137491
"321","TE.S-C",1.63842053616918,57.544917703229,2.91354920606384,0.0674743490254658
"322","TOR.H-A",0.822176550025748,95.2380952380952,0.882812885131144,0.0128236415418369
"323","TOR.H-B",1.06052455045744,131.050955414013,0.9681353913308,NA
"324","TOR.H-C",0.638099428846143,95.4202898550725,0.728147015635288,0.0610556765692611
"325","TOR.L-A",0.566627667493284,190,0.359194994680445,NA
"326","TOR.L-B",0.833866340029541,100.558659217877,0.832189960587855,NA
"327","TOR.L-C",1.07115950390343,136.03305785124,0.768253608573054,NA
"328","TOR.M-A",2.37500839310562,165.625,1.50269217791776,NA
"329","TOR.M-B",1.51306748228677,102.875,1.49178953262525,NA
"330","TOR.M-C",2.39978929501311,121.208530805687,1.96670895013947,NA
"331","Zn I A",20.8852099085293,46.4516129056233,45.0982342269676,0.372468399412306
"332","Zn I C",25.9149408010454,51.000000002975,50.2695938322509,0.961411923227439
"333","Zn_Mira_A",0.390248982531481,34.9253731341615,1.12623114627044,0.0798816526752116
"334","Zn_Mira_B",0.390731867689852,37.4000000000374,1.0789862628652,0.111034511500374
"335","Zn_Mira_C",0.280618023010307,42.2368421047741,0.641441022916307,0.0969072976880422
"336","ZN1",0.458566831057518,125.333333333333,0.404591523199774,NA
"337","ZN2",0.544796678641528,128.189573463604,0.453482525516562,NA
"338","ZN3",1.05849073470489,140.190476190476,0.694352469727173,NA
"339","ZN4",0.880864540476299,119.829787234043,0.84444825898112,NA
